"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
"24","74","Shri  Arun  Yadav                                             ","15","9","Madhya Pradesh                                              ","Khandwa","24","M"
"25","75","Shri  Naveen  Jindal                                            ","15","9","Haryana                                                     ","Kurukshetra","24","23"
"26","76","Shri  Madhu Goud  Yaskhi                                            ","15","9","Andhra Pradesh                                              ","Nizamabad","24","22"
"27","77","Shri  Satpal  Maharaj                                           ","15","9","Uttarakhand                                                 ","Garhwal","24","19"
"28","78","Shri  Vijay  Bahuguna                                          ","15","9","Uttarakhand                                                 ","Tehri Garhwal","24","23"
"29","78","Shri  Vincent H.  Pala                                              ","15","9","Meghalaya                                                   ","Shillong","24","M"
"30","79","Shri  Madan Lal  Sharma                                            ","15","9","Jammu and Kashmir                                           ","Jammu","24","23"
"31","80","Chaudhary  Lal  Singh                                             ","15","9","Jammu and Kashmir                                           ","Udhampur","24","22"
"32","81","Shri  Mohammed  Azharuddin                                        ","15","9","Uttar Pradesh                                               ","Moradabad","24","18"
"33","82","Shri  Hamdullah  Sayeed                                            ","15","9","Lakshadweep                                                 ","Lakshadweep","24","21"
"34","83","Shri  Ashok  Tanwar                                            ","15","9","Haryana                                                     ","Sirsa","24","17"
"35","84","Shri  K.C.  Singh Baba                                        ","15","9","Uttarakhand                                                 ","Nainital-Udhamsingh Nagar","24","21"
"36","85","Shri  Vijay Inder  Singla                                            ","15","9","Punjab                                                      ","Sangrur","24","M"
"37","88","Shri  Sabbam  Hari                                              ","15","9","Andhra Pradesh                                              ","Anakapalli","24","20"
"38","89","Shri  Ravneet  Singh                                             ","15","9","Punjab                                                      ","Anandpur Sahib","24","21"
"39","90","Shri  Mahabal  Mishra                                            ","15","9","Delhi                                                       ","West Delhi","24","24"
"40","91","Shri  Ramesh  Kumar                                             ","15","9","Delhi                                                       ","South Delhi","24","24"
"41","92","Shri  Ismail Hussain  ","15","9","Assam                                                       ","Barpeta","24","24"
"42","93","Shri  Mohammad Asrarul  Haque                                             ","15","9","Bihar                                                       ","Kishanganj","24","22"
"43","94","Shri  Takam  Sanjoy                                            ","15","9","Arunachal Pradesh                                           ","Arunachal West","24","16"
"44","97","Shri  P.  Viswanathan                                       ","15","9","Tamil Nadu                                                  ","Kancheepuram","24","21"
"45","98","Shri  Sheesh Ram  Ola                                               ","15","9","Rajasthan                                                   ","Jhunjhunu","24","23"
"46","99","Shri  T.R.  Baalu                                             ","15","9","Tamil Nadu                                                  ","Sriperumbudur","24","21"
"47","100","Shri  Vilasrao Baburao  Muttemwar                                         ","15","9","Maharashtra                                                 ","Nagpur","24","23"
"48","101","Shri  Manikrao Hodlya  Gavit                                             ","15","9","Maharashtra                                                 ","Nandurbar","24","M"
"49","102","Shri  Suresh  Kalmadi                                           ","15","9","Maharashtra                                                 ","Pune","24","1"
"50","103","Shri  Bijoy Krishna  Handique                                          ","15","9","Assam                                                       ","Jorhat","24","M"
"51","104","Shri  A. Sai Prathap  ","15","9","Andhra Pradesh                                              ","Rajampet","24","20"
"52","105","Shri  Gurudas  Kamat                                             ","15","9","Maharashtra                                                 ","Mumbai-North-West","24","M"
"53","106","Dr.    Chinta Mohan                                      ","15","9","Andhra Pradesh                                              ","Tirupati","24","21"
"54","107","Shri  Biren Singh  Engti                                             ","15","9","Assam                                                       ","Autonomous District","24","24"
"55","108","Dr.  Kavuri Samba Siva  Rao                                               ","15","9","Andhra Pradesh                                              ","Eluru","24","20"
"56","109","Shri  Kantilal  Bhuria                                            ","15","9","Madhya Pradesh                                              ","Ratlam","24","M"
"57","110","Shri  Jai Prakash  Agarwal                                           ","15","9","Delhi                                                       ","North East Delhi","24","24"
"58","112","Shri  Datta  Meghe                                             ","15","9","Maharashtra                                                 ","Wardha","24","21"
"59","113","Shri   Rayapati S.  Rao                                               ","15","9","Andhra Pradesh                                              ","Guntur","24","18"
"60","114","Shri  Raj  Babbar                                            ","15","9","Uttar Pradesh                                               ","Salempur","24","9"
"61","115","Dr.  Manda  Jagannath                                         ","15","9","Andhra Pradesh                                              ","Nagarkurnool","24","16"
"62","116","Shri  A. Venkatarami  Reddy                                             ","15","9","Andhra Pradesh                                              ","Anantapur","24","22"
"63","117","Shri  Somabhai Gandalal Koli  Patel                                             ","15","9","Gujarat                                                     ","Surendranagar","24","23"
"64","118","Shri  Avtar Singh  Bhadana                                           ","15","9","Haryana                                                     ","Faridabad","24","12"
"65","119","Shri  P.C.  Chacko                                            ","15","9","Kerala                                                      ","Thrissur","24","24"
"66","120","Dr.  Girija  Vyas                                              ","15","9","Rajasthan                                                   ","Chittorgarh","24","23"
"67","121","Shri  Inderjit Singh  Rao                                              ","15","9","Haryana                                                     ","Gurgaon","24","22"
"68","123","Shri  Sanjay  Nirupam                                           ","15","9","Maharashtra                                                 ","Mumbai-North","24","24"
"69","124","Shri  Dip  Gogoi                                             ","15","9","Assam                                                       ","Kaliabor","24","19"
"70","126","Shri  Francisco  Sardinha                                          ","15","9","Goa                                                         ","South Goa","24","21"
"71","127","Shri  Magunta Srinivasulu  Reddy                                             ","15","9","Andhra Pradesh                                              ","Ongole","24","19"
"72","128","Shri  N.S.V.  Chitthan                                          ","15","9","Tamil Nadu                                                  ","Dindigul","24","24"
"73","129","Dr.  Arvind Kumar  Sharma                                            ","15","9","Haryana                                                     ","Karnal","24","19"
"74","130","Dr.  Sanjay  Singh                                             ","15","9","Uttar Pradesh                                               ","Sultanpur","24","17"
"75","131","Shri  Jayant  Chaudhary                                         ","15","9","Uttar Pradesh                                               ","Mathura","24","20"
"76","132","Shri  Bhaskarrao  Patil  Khatgaonkar  ","15","9","Maharashtra                                                 ","Nanded","24","17"
"77","133","Shri  Deepender Singh  Hooda                                             ","15","9","Haryana                                                     ","Rohtak","24","18"
"78","134","Shri  Bhakta Charan  Das                                               ","15","9","Orissa                                                      ","Kalahandi","24","19"
"79","135","Shri  Tarachand  Bhagora                                           ","15","9","Rajasthan                                                   ","Banswara","24","22"
"80","137","Rajkumari  Ratna  Singh                                             ","15","9","Uttar Pradesh                                               ","Pratapgarh","24","22"
"81","138","Smt.  Priya  Dutt                                              ","15","9","Maharashtra                                                 ","Mumbai-North-Central","24","14"
"82","139","Smt.  Santosh  Chowdhary                                         ","15","9","Punjab                                                      ","Hoshiarpur","24","21"
"83","140","Sardar  Sukhdev  Singh    Libra                                    ","15","9","Punjab                                                      ","Fategarh Sabhib","24","23"
"84","141","Shri  Gajendra Singh  Rajukhedi                                         ","15","9","Madhya Pradesh                                              ","Dhar","24","23"
"85","142","Shri  Sanjay Singh  Chauhan                                           ","15","9","Uttar Pradesh                                               ","Bijnor","24","23"
"86","143","Shri  Anjan Kumar  Yadav. M                                          ","15","9","Andhra Pradesh                                              ","Secunderabad","24","20"
"87","144","Shri  Gutha  Sukender Reddy                                    ","15","9","Andhra Pradesh                                              ","Nalgonda","24","16"
"88","145","Shri  G.V.  Harsha Kumar                                      ","15","9","Andhra Pradesh                                              ","Amalapuram","24","24"
"89","146","Shri  Aruna Kumar  Vundavalli                                        ","15","9","Andhra Pradesh                                              ","Rajahmundry","24","24"
"90","147","Shri  S.P.Y.  Reddy                                             ","15","9","Andhra Pradesh                                              ","Nandyal","24","13"
"91","148","Shri  Lalit  Mohan  Suklabaidya                                       ","15","9","Assam                                                       ","Karimganj","24","22"
"92","149","Shri  Vikrambhai Arjanbhai  Maadam    Ahir                                    ","15","9","Gujarat                                                     ","Jamnagar","24","21"
"93","150","Shri    Lagadapati   Rajagopal                            ","15","9","Andhra Pradesh                                              ","Vijayawada","24","20"
"94","151","Smt.    Botcha Jhansi Lakshmi                             ","15","9","Andhra Pradesh                                              ","Vizianagaram","24","19"
"95","152","Smt.  Ingrid  Mcleod                                            ","15","9","Chhattisgarh                                                ","Nominated Anglo-Indian","24","23"
"96","153","Shri    Bapiraju  Kanumuru                                ","15","9","Andhra Pradesh                                              ","Narsapuram","24","16"
"97","154","Shri  Kishan V.  Patel                                             ","15","9","Gujarat                                                     ","Valsad","24","18"
"98","155","Shri  Eknath  Gaikwad                                           ","15","9","Maharashtra                                                 ","Mumbai-South-Central","24","23"
"99","156","Dr.  Thokchom  Meinya                                            ","15","9","Manipur                                                     ","Inner Manipur","24","24"
"100","157","Shri  M.  Krishnaswamy                                      ","15","9","Tamil Nadu                                                  ","Arani","24","23"
"101","158","Dr.  Nirmal  Khatri                                            ","15","9","Uttar Pradesh                                               ","Faizabad","24","24"
"102","160","Smt.  Shruti  Choudhry                                          ","15","9","Haryana                                                     ","Bhiwani-Mahendragarh","24","5"
"103","161","Dr.  Prabha Kishore  Taviad                                            ","15","9","Gujarat                                                     ","Dahod","24","24"
"104","162","Smt.  Rajesh Nandini  Singh                                             ","15","9","Madhya Pradesh                                              ","Shahdol","24","16"
"105","163","Ms.  Mausam  Noor                                              ","15","9","West Bengal                                                 ","Maldaha Uttar","24","16"
"106","164","Smt.  Sarika  D.S. Baghel                                       ","15","9","Uttar Pradesh                                               ","Hathras","24","24"
"107","165","Smt.  Annu  Tandon                                            ","15","9","Uttar Pradesh                                               ","Unnao","24","21"
"108","166","Smt.  Meenakshi  Natrajan                                          ","15","9","Madhya Pradesh                                              ","Mandsour","24","21"
"109","167","Dr.  Jyoti  Mirdha                                            ","15","9","Rajasthan                                                   ","Nagaur","24","24"
"110","168","Shri  Devendra  Nagpal                                            ","15","9","Uttar Pradesh                                               ","Amroha","24","12"
"111","169","Shri  Manicka  Tagore                                            ","15","9","Tamil Nadu                                                  ","Virudhunagar","24","24"
"112","170","Shri  Prabhakar  Ponnam                                            ","15","9","Andhra Pradesh                                              ","Karimnagar","24","23"
"113","171","Shri  Sajjan Singh  Verma                                             ","15","9","Madhya Pradesh                                              ","Dewas","24","22"
"114","172","Shri  Abdul Mannan  Hossain                                           ","15","9","West Bengal                                                 ","Murshidabad","24","15"
"115","173","Shri  S.  Alagiri                                           ","15","9","Tamil Nadu                                                  ","Cuddalore","24","17"
"116","174","Shri  Basori Singh  Masram                                            ","15","9","Madhya Pradesh                                              ","Mandla","24","23"
"117","175","Shri  Kuvarjibhai Mohanbhai  Bavalia                                           ","15","9","Gujarat                                                     ","Rajkot","24","16"
"118","176","Shri   Vitthalbhai  Harnsrajbhai   Radadiya                           ","15","9","Gujarat                                                     ","Porbandar","24","9"
"119","177","Dr.  G.  Vivekanand                                        ","15","9","Andhra Pradesh                                              ","Peddapalle","24","19"
"120","178","Shri  Suresh Kumar  Shetkar                                           ","15","9","Andhra Pradesh                                              ","Zahirabad","24","17"
"121","179","Shri  Mukeshkumar  Bheiravdanji  Gadhvi                              ","15","9","Gujarat                                                     ","Banaskantha","24","23"
"122","180","Shri  Jagdish  Thakor                                            ","15","9","Gujarat                                                     ","Patan","24","18"
"123","181","Shri  Adagooru  Vishwanath                                        ","15","9","Karnataka                                                   ","Mysore","24","19"
"124","182","Shri  R.  Dhruvanarayana                                    ","15","9","Karnataka                                                   ","Chamrajanagar","24","22"
"125","183","Shri  K.  Sudhakaran                                        ","15","9","Kerala                                                      ","Kannur","24","18"
"126","184","Shri  Ajay  Kumar                                             ","15","9","Jharkhand                                                   ","Jamshedpur","24","16"
"127","185","Shri  M. K.  Raghavan                                          ","15","9","Kerala                                                      ","Kozhikode","24","18"
"128","186","Shri  K. P.  Dhanapalan                                        ","15","9","Kerala                                                      ","Chalakudy","24","24"
"129","187","Shri  Dara Singh  Chauhan                                           ","15","9","Uttar Pradesh                                               ","Ghosi","24","22"
"130","188","Shri    Lalu Prasad                                       ","15","9","Bihar                                                       ","Saran","24","18"
"131","189","Shri  Shibu  Soren                                             ","15","9","Jharkhand                                                   ","Dumka","24","4"
"132","190","Shri  T.K.S.  Elangovan                                         ","15","9","Tamil Nadu                                                  ","Chennai North","24","22"
"133","192","Smt.  Supriya  Sule                                              ","15","9","Maharashtra                                                 ","Baramati","24","23"
"134","193","Shri   Udayanraje  Bhonsle                                          ","15","9","Maharashtra                                                 ","Satara","24","5"
"135","194","Shri  Sameer  Bhujbal                                           ","15","9","Maharashtra                                                 ","Nashik","24","17"
"136","195","Shri  D.  Venugopal                                         ","15","9","Tamil Nadu                                                  ","Tiruvannamalai","24","17"
"137","196","Shri  Kalyan  Banerjee                                          ","15","9","West Bengal                                                 ","Sreerampur","24","18"
"138","197","Shri  A.K.S.  Vijayan                                           ","15","9","Tamil Nadu                                                  ","Nagapattinam","24","17"
"139","198","Shri  E.G.  Sugavanam                                         ","15","9","Tamil Nadu                                                  ","Krisnagiri","24","19"
"140","199","Shri    Adhi Sankar                                       ","15","9","Tamil Nadu                                                  ","Kallakurichi","24","9"
"141","200","Dr.  Sanjeev Ganesh  Naik                                              ","15","9","Maharashtra                                                 ","Thane","24","24"
"142","201","Shri  Asaduddin  Owaisi                                            ","15","9","Andhra Pradesh                                              ","Hyderabad","24","19"
"143","202","Shri  Sansuma Khunggur  Bwiswmuthiary                                     ","15","9","Assam                                                       ","Kokrajhar","24","12"
"144","203","Dr.  Raghuvansh Prasad  Singh                                             ","15","9","Bihar                                                       ","Vaishali","24","24"
"145","204","Shri  Hassan  Khan                                              ","15","9","Jammu and Kashmir                                           ","Ladakh","24","24"
"146","205","Shri  Sadashivrao Dadoba  Mandlik                                           ","15","9","Maharashtra                                                 ","Kolhapur","24","11"
"147","206","Shri  R.  Thamaraiselvan                                    ","15","9","Tamil Nadu                                                  ","Dharmapuri","24","23"
"148","207","Shri    Abdul Rahman                                      ","15","9","Tamil Nadu                                                  ","Vellore","24","16"
"149","208","Shri  Somendranath  Mitra                                             ","15","9","West Bengal                                                 ","Diamond Harbour","24","16"
"150","210","Shri  Badruddin  Ajmal                                             ","15","9","Assam                                                       ","Dhubri","24","16"
"151","211","Shri  Babu Lal  Marandi                                           ","15","9","Jharkhand                                                   ","Kodarma","24","8"
"152","212","Shri  Mirza Mehboob  Beg                                               ","15","9","Jammu and Kashmir                                           ","Anantnag","24","23"
"153","213","Shri  Jagdambika  Pal                                               ","15","9","Uttar Pradesh                                               ","Domariyaganj","24","21"
"154","214","Shri  N.Dharam  Singh                                             ","15","9","Karnataka                                                   ","Bidar","24","16"
"155","215","Shri  H.D.  Kumaraswamy                                       ","15","9","Karnataka                                                   ","Bangalore Rural","24","5"
"156","217","Dr.  Kakoli Ghosh  Dastidar                                          ","15","9","West Bengal                                                 ","Barasat","24","20"
"157","218","Shri  K. R. G.  Reddy                                             ","15","9","Andhra Pradesh                                              ","Bhongir","24","13"
"158","219","Shri  Rajaiah  Siricilla                                         ","15","9","Andhra Pradesh                                              ","Warangal","24","23"
"159","220","Shri  Jitendra  Singh Malik                                       ","15","9","Rajasthan                                                   ","Alwar","24","16"
"160","221","Shri  P.L.  Punia                                             ","15","9","Uttar Pradesh                                               ","Barabanki","24","24"
"161","222","Shri  Kamal  Kishor   Commando                                 ","15","9","Uttar Pradesh                                               ","Bahraich","24","20"
"162","223","Dr.  Vinay Kumar  Panday ""Vinnu""                                    ","15","9","Uttar Pradesh                                               ","Shrawasti","24","18"
"163","224","Shri  Harsh  Vardhan                                           ","15","9","Uttar Pradesh                                               ","Maharajganj","24","12"
"164","225","Shri  Praveen Singh  Aron                                              ","15","9","Uttar Pradesh                                               ","Bareilly","24","21"
"165","226","Shri  Pradeep  Tamta                                             ","15","9","Uttarakhand                                                 ","Almora","24","24"
"166","227","Shri  S. S.  Ramasubbu                                         ","15","9","Tamil Nadu                                                  ","Tirunelveli","24","23"
"167","228","Shri  Sharief Ud Din  Shariq                                            ","15","9","Jammu and Kashmir                                           ","Baramulla","24","20"
"168","229","Shri  Mahesh  Joshi                                             ","15","9","Rajasthan                                                   ","Jaipur","24","24"
"169","230","Shri  Ijyaraj  Singh                                             ","15","9","Rajasthan                                                   ","Kota","24","24"
"170","231","Shri  E. T. Muhammed  Basheer                                           ","15","9","Kerala                                                      ","Ponnani","24","21"
"171","232","Shri  Gopal  Singh  Shekhawat                                  ","15","9","Rajasthan                                                   ","Rajsamand","24","22"
"172","233","Shri  Raghuvir Singh  Meena                                             ","15","9","Rajasthan                                                   ","Udaipur","24","21"
"173","234","Shri  Harish  Choudhary                                         ","15","9","Rajasthan                                                   ","Barmer","24","23"
"174","235","Shri  Badri Ram  Jakhar                                            ","15","9","Rajasthan                                                   ","Pali","24","24"
"175","236","Shri  Khiladi Lal  Bairwa                                            ","15","9","Rajasthan                                                   ","Karauli-Dholpur","24","23"
"176","237","Shri  Ratan  Singh                                             ","15","9","Rajasthan                                                   ","Bharatpur","24","24"
"177","238","Shri  Raja Ram  Pal                                               ","15","9","Uttar Pradesh                                               ","Akbarpur","24","17"
"178","239","Shri  Bharat Ram  Meghwal                                           ","15","9","Rajasthan                                                   ","Ganganagar","24","24"
"179","240","Shri  Zafar Ali  Naqvi                                             ","15","9","Uttar Pradesh                                               ","Kheri","24","20"
"180","242","Shri  Charles  Dias                                              ","15","9","Kerala                                                      ","Nominated Anglo-Indian","24","24"
"181","243","Shri  Mohinder Singh  Kaypee                                            ","15","9","Punjab                                                      ","Jalandhar","24","24"
"182","244","Shri  Partap Singh  Bajwa                                             ","15","9","Punjab                                                      ","Gurdaspur","24","22"
"183","245","Adv.  P. T.  Thomas                                            ","15","9","Kerala                                                      ","Idukki","24","24"
"184","246","Shri  M. I.  Shanavas                                          ","15","9","Kerala                                                      ","Wayanad","24","22"
"185","247","Shri  Anto  Antony                                            ","15","9","Kerala                                                      ","Pathanamthitta","24","20"
"186","248","Shri  N.  Peethambarakurup                                  ","15","9","Kerala                                                      ","Kollam","24","23"
"187","249","Shri  Om Prakash  Yadav                                             ","15","9","Bihar                                                       ","Siwan","24","20"
"188","250","Shri    Sivakumar @  Ritheesh                             ","15","9","Tamil Nadu                                                  ","Ramanthapuram","24","10"
"189","251","Shri  Sanjay Dina  Patil                                             ","15","9","Maharashtra                                                 ","Mumbai-North-East","24","22"
"190","252","Shri  Narayan Singh  Amlabe                                            ","15","9","Madhya Pradesh                                              ","Rajgarh","24","23"
"191","253","Shri  Jose K.  Mani                                              ","15","9","Kerala                                                      ","Kottayam","24","19"
"192","254","Shri  Kameshwar  Baitha                                            ","15","9","Jharkhand                                                   ","Palamu","24","22"
"193","255","Shri  N. Cheluvaraya Swamy  ","15","9","Karnataka                                                   ","Mandya","24","16"
"194","256","Shri  Thol Thirumaavalavan  ","15","9","Tamil Nadu                                                  ","Chidambaram","24","21"
"195","257","Shri  Prem Das  Rai                                               ","15","9","Sikkim                                                      ","Sikkim","24","22"
"196","258","Shri  C. M.  Chang                                             ","15","9","Nagaland                                                    ","Nagaland","24","21"
"197","259","Shri   Baliram  Jadhav                                          ","15","9","Maharashtra                                                 ","Palghar","24","24"
"198","260","Shri  Jagada Nand  Singh                                             ","15","9","Bihar                                                       ","Buxar","24","22"
"199","261","Shri  Uma Shanaker  Singh                                             ","15","9","Bihar                                                       ","Maharajganj","24","20"
"200","262","Smt.  J. Helen Davidson  ","15","9","Tamil Nadu                                                  ","Kanniyakumari","24","23"
"201","263","Shri  S. R.  Jeyadurai                                         ","15","9","Tamil Nadu                                                  ","Thoothukkudi","24","13"
"202","264","Shri  Uday Pratap  Singh                                             ","15","9","Madhya Pradesh                                              ","Hoshangabad","24","22"
"203","265","Shri  Premchand  Guddu                                             ","15","9","Madhya Pradesh                                              ","Ujjain","24","20"
"204","266","Shri  Marotrao  Sainuji   Kowase                                  ","15","9","Maharashtra                                                 ","Gadchiroli-Chimur","24","24"
"205","267","Shri   Suresh  Kashinath   Taware                                ","15","9","Maharashtra                                                 ","Bhiwandi","24","23"
"206","268","Shri  Jaywant  Gangaram   Awale                                  ","15","9","Maharashtra                                                 ","Latur","24","22"
"207","269","Dr.  Nilesh N.  Rane                                              ","15","9","Maharashtra                                                 ","Ratnagiri-Sindhudurg","24","13"
"208","270","Shri  Thangso  Baite                                             ","15","9","Manipur                                                     ","Outer Manipur","24","24"
"209","271","Shri  Pradeep  Majhi                                             ","15","9","Orissa                                                      ","Nabarangpur","24","14"
"210","272","Shri  Amarnath  Pradhan                                           ","15","9","Orissa                                                      ","Sambalpur","24","21"
"211","273","Shri  Hemanand  Biswal                                            ","15","9","Orissa                                                      ","Sundargarh","24","20"
"212","274","Shri  Sanjay  Bhoi                                              ","15","9","Orissa                                                      ","Bargarh","24","15"
"213","275","Shri  C. L.  Ruala                                             ","15","9","Mizoram                                                     ","Mizoram","24","23"
"214","276","Shri  Mulayam Singh  Yadav                                             ","15","9","Uttar Pradesh                                               ","Mainpuri","24","18"
"215","277","Shri  H.D.  Devegowda                                         ","15","9","Karnataka                                                   ","Hassan","24","21"
"216","278","Kunwar  Rewati Raman  Singh                                             ","15","9","Uttar Pradesh                                               ","Allahabad","24","24"
"217","279","Dr.    Bali Ram                                          ","15","9","Uttar Pradesh                                               ","Lalganj","24","23"
"218","280","Shri  Gurudas  Das Gupta                                         ","15","9","West Bengal                                                 ","Ghatal","24","20"
"219","281","Shri  Subrata  Bakshi                                            ","15","9","West Bengal                                                 ","Kolkata Dakshin","24","2"
"220","283","Shri  Shailendra  Kumar                                             ","15","9","Uttar Pradesh                                               ","Kaushambi ","24","24"
"221","284","Shri  Bhisma  Shankar Alias Kushal Tiwari                       ","15","9","Uttar Pradesh                                               ","Sant Kabir Nagar","24","23"
"222","285","Dr.  M.  Thambidurai                                       ","15","9","Tamil Nadu                                                  ","Karur","24","24"
"223","286","Shri  Akhilesh  Yadav                                             ","15","9","Uttar Pradesh                                               ","Kannauj","24","14"
"224","287","Shri  Ashok Kumar  Rawat                                             ","15","9","Uttar Pradesh                                               ","Misrikh","24","23"
"225","288","Dr.  Shafiqur Rahman  Barq                                              ","15","9","Uttar Pradesh                                               ","Sambhal","24","23"
"226","289","Shri  Baju Ban  Riyan                                             ","15","9","Tripura                                                     ","Tripura East","24","19"
"227","290","Shri  S.  Semmalai                                          ","15","9","Tamil Nadu                                                  ","Salem","24","24"
"228","291","Shri  Kalyan  Singh                                             ","15","9","Uttar Pradesh                                               ","Etah","24","2"
"229","292","Shri  Brij Bhushan Sharan  Singh                                             ","15","9","Uttar Pradesh                                               ","Kaiserganj","24","23"
"230","293","Shri  Tufani  Saroj                                             ","15","9","Uttar Pradesh                                               ","Machhlishahr","24","22"
"231","294","Shri  Jagdish Singh  Rana                                              ","15","9","Uttar Pradesh                                               ","Saharanpur","24","21"
"232","295","Shri  Vijay Bahadur  Singh                                             ","15","9","Uttar Pradesh                                               ","Hamirpur","24","22"
"233","296","Dr.  Ram Chandra  Dome                                              ","15","9","West Bengal                                                 ","Bolpur","24","20"
"234","297","Shri  Khagen  Das                                               ","15","9","Tripura                                                     ","Tripura West","24","18"
"235","298","Shri  O. S.  Manian                                            ","15","9","Tamil Nadu                                                  ","Mayiladuthurai","24","20"
"236","299","Shri  R.K. Singh  Patel                                             ","15","9","Uttar Pradesh                                               ","Banda","24","22"
"237","300","Smt.  Sushila  Saroj                                             ","15","9","Uttar Pradesh                                               ","Mohanlalganj","24","23"
"238","301","Smt.  Seema  Upadhyay                                          ","15","9","Uttar Pradesh                                               ","Fatehpur Sikri","24","20"
"239","302","  Smt. Tabassum  Hasan  ","15","9","Uttar Pradesh                                               ","Kairana","24","5"
"240","303","Shri  Prabodh  Panda                                             ","15","9","West Bengal                                                 ","Medinipur","24","23"
"241","304","Shri  Bansagopal  Chowdhury                                         ","15","9","West Bengal                                                 ","Asansol","24","18"
"242","305","Shri  P.  Venugopal                                         ","15","9","Tamil Nadu                                                  ","Tiruvallur","24","24"
"243","306","Shri  C.  Rajendran                                         ","15","9","Tamil Nadu                                                  ","Chennai South","24","24"
"244","309","Shri  S.K. Nurul  Islam                                             ","15","9","West Bengal                                                 ","Basirhat","24","12"
"245","310","Shri    Ramkishun                                         ","15","9","Uttar Pradesh                                               ","Chandauli","24","19"
"246","311","Shri  Rakesh  Sachan                                            ","15","9","Uttar Pradesh                                               ","Fatehpur","24","22"
"247","312","Smt.  Raj Kumari  Chauhan                                           ","15","9","Uttar Pradesh                                               ","Aligarh","24","22"
"248","313","Smt.  Kaisar  Jahan                                             ","15","9","Uttar Pradesh                                               ","Sitapur","24","15"
"249","314","Shri  P.R.  Natarajan                                         ","15","9","Tamil Nadu                                                  ","Coimbatore","24","24"
"250","315","Adv.  A.  Sampath                                           ","15","9","Kerala                                                      ","Attingal","24","19"
"251","316","Shri  Manohar  Tirkey                                            ","15","9","West Bengal                                                 ","Alipurduars","24","14"
"252","317","Shri  M.  Anandan                                           ","15","9","Tamil Nadu                                                  ","Viluppuram","24","24"
"253","318","Shri  Dinesh  Trivedi                                           ","15","9","West Bengal                                                 ","Barrackpur","24","4"
"254","319","Shri  Gobinda Chandra  Naskar                                            ","15","9","West Bengal                                                 ","Bangaon","24","23"
"255","320","Shri  Premdas  Katheria                                          ","15","9","Uttar Pradesh                                               ","Etawah","24","23"
"256","321","Shri  Dharmendra  Yadav                                             ","15","9","Uttar Pradesh                                               ","Badaun","24","17"
"257","322","Shri  Neeraj  Shekhar                                           ","15","9","Uttar Pradesh                                               ","Ballia","24","23"
"258","323","Shri    Gorakhnath  Pandey                                ","15","9","Uttar Pradesh                                               ","Bhadohi ","24","20"
