"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
"27","83","Shri  Ashok  Tanwar                                            ","15","12","Haryana                                                     ","Sirsa","20","8"
"28","84","Shri  K.C.  Singh Baba                                        ","15","12","Uttarakhand                                                 ","Nainital-Udhamsingh Nagar","20","10"
"29","85","Shri  Vijay Inder  Singla                                            ","15","12","Punjab                                                      ","Sangrur","20","M"
"30","86","Shri  K Jayaprakash  Hegde                                             ","15","12","Karnataka                                                   ","Udupi Chikmagalur","20","17"
"31","87","Shri  Abhijit  Mukherjee                                         ","15","12","West Bengal                                                 ","Jangipur","20","19"
"32","88","Shri  Sabbam  Hari                                              ","15","12","Andhra Pradesh                                              ","Anakapalli","20","13"
"33","89","Shri  Ravneet  Singh                                             ","15","12","Punjab                                                      ","Anandpur Sahib","20","19"
"34","90","Shri  Mahabal  Mishra                                            ","15","12","Delhi                                                       ","West Delhi","20","19"
"35","91","Shri  Ramesh  Kumar                                             ","15","12","Delhi                                                       ","South Delhi","20","20"
"36","92","Shri  Ismail Hussain  ","15","12","Assam                                                       ","Barpeta","20","20"
"37","93","Shri  Mohammad Asrarul  Haque                                             ","15","12","Bihar                                                       ","Kishanganj","20","20"
"38","94","Shri  Takam  Sanjoy                                            ","15","12","Arunachal Pradesh                                           ","Arunachal West","20","8"
"39","95","Shri  Mahadev  Singh                                             ","15","12","Rajasthan                                                   ","Sikar","20","18"
"40","97","Shri  P.  Viswanathan                                       ","15","12","Tamil Nadu                                                  ","Kancheepuram","20","20"
"41","98","Shri  Sheesh Ram  Ola                                               ","15","12","Rajasthan                                                   ","Jhunjhunu","20","20"
"42","99","Shri  T.R.  Baalu                                             ","15","12","Tamil Nadu                                                  ","Sriperumbudur","20","16"
"43","100","Shri  Vilasrao Baburao  Muttemwar                                         ","15","12","Maharashtra                                                 ","Nagpur","20","17"
"44","101","Shri  Manikrao Hodlya  Gavit                                             ","15","12","Maharashtra                                                 ","Nandurbar","20","M"
"45","102","Shri  Suresh  Kalmadi                                           ","15","12","Maharashtra                                                 ","Pune","20","12"
"46","103","Shri  Bijoy Krishna  Handique                                          ","15","12","Assam                                                       ","Jorhat","20","M"
"47","104","Shri  A. Sai Prathap  ","15","12","Andhra Pradesh                                              ","Rajampet","20","20"
"48","105","Shri  Gurudas  Kamat                                             ","15","12","Maharashtra                                                 ","Mumbai-North-West","20","M"
"49","106","Dr.    Chinta Mohan                                      ","15","12","Andhra Pradesh                                              ","Tirupati","20","17"
"50","107","Shri  Biren Singh  Engti                                             ","15","12","Assam                                                       ","Autonomous District","20","20"
"51","109","Shri  Kantilal  Bhuria                                            ","15","12","Madhya Pradesh                                              ","Ratlam","20","M"
"52","110","Shri  Jai Prakash  Agarwal                                           ","15","12","Delhi                                                       ","North East Delhi","20","18"
"53","111","Shri  Virbhadra  Singh                                             ","15","12","Himachal Pradesh                                            ","Mandi","20","M"
"54","112","Shri  Datta  Meghe                                             ","15","12","Maharashtra                                                 ","Wardha","20","16"
"55","113","Shri   Rayapati S.  Rao                                               ","15","12","Andhra Pradesh                                              ","Guntur","20","13"
"56","114","Shri  Raj  Babbar                                            ","15","12","Uttar Pradesh                                               ","Salempur","20","14"
"57","115","Dr.  Manda  Jagannath                                         ","15","12","Andhra Pradesh                                              ","Nagarkurnool","20","17"
"58","116","Shri  A. Venkatarami  Reddy                                             ","15","12","Andhra Pradesh                                              ","Anantapur","20","14"
"59","117","Shri  Somabhai Gandalal Koli  Patel                                             ","15","12","Gujarat                                                     ","Surendranagar","20","4"
"60","118","Shri  Avtar Singh  Bhadana                                           ","15","12","Haryana                                                     ","Faridabad","20","2"
"61","119","Shri  P.C.  Chacko                                            ","15","12","Kerala                                                      ","Thrissur","20","19"
"62","120","Dr.  Girija  Vyas                                              ","15","12","Rajasthan                                                   ","Chittorgarh","20","18"
"63","121","Shri  Inderjit Singh  Rao                                              ","15","12","Haryana                                                     ","Gurgaon","20","16"
"64","122","Shri  Mukul  Wasnik                                            ","15","12","Maharashtra                                                 ","Ramtek","20","10"
"65","123","Shri  Sanjay  Nirupam                                           ","15","12","Maharashtra                                                 ","Mumbai-North","20","17"
"66","124","Shri  Dip  Gogoi                                             ","15","12","Assam                                                       ","Kaliabor","20","17"
"67","125","Shri  Subodh Kant  Sahay                                             ","15","12","Jharkhand                                                   ","Ranchi","20","M"
"68","126","Shri  Francisco  Sardinha                                          ","15","12","Goa                                                         ","South Goa","20","19"
"69","127","Shri  Magunta Srinivasulu  Reddy                                             ","15","12","Andhra Pradesh                                              ","Ongole","20","11"
"70","128","Shri  N.S.V.  Chitthan                                          ","15","12","Tamil Nadu                                                  ","Dindigul","20","15"
"71","129","Dr.  Arvind Kumar  Sharma                                            ","15","12","Haryana                                                     ","Karnal","20","9"
"72","130","Dr.  Sanjay  Singh                                             ","15","12","Uttar Pradesh                                               ","Sultanpur","20","18"
"73","131","Shri  Jayant  Chaudhary                                         ","15","12","Uttar Pradesh                                               ","Mathura","20","18"
"74","132","Shri  Bhaskarrao  Patil  Khatgaonkar  ","15","12","Maharashtra                                                 ","Nanded","20","15"
"75","133","Shri  Deepender Singh  Hooda                                             ","15","12","Haryana                                                     ","Rohtak","20","20"
"76","134","Shri  Bhakta Charan  Das                                               ","15","12","Orissa                                                      ","Kalahandi","20","17"
"77","135","Shri  Tarachand  Bhagora                                           ","15","12","Rajasthan                                                   ","Banswara","20","10"
"78","136","Km.  Agatha K.  Sangma                                            ","15","12","Meghalaya                                                   ","Tura","20","M"
"79","137","Rajkumari  Ratna  Singh                                             ","15","12","Uttar Pradesh                                               ","Pratapgarh","20","18"
"80","138","Smt.  Priya  Dutt                                              ","15","12","Maharashtra                                                 ","Mumbai-North-Central","20","8"
"81","139","Smt.  Santosh  Chowdhary                                         ","15","12","Punjab                                                      ","Hoshiarpur","20","18"
"82","140","Sardar  Sukhdev  Singh    Libra                                    ","15","12","Punjab                                                      ","Fategarh Sabhib","20","20"
"83","141","Shri  Gajendra Singh  Rajukhedi                                         ","15","12","Madhya Pradesh                                              ","Dhar","20","20"
"84","142","Shri  Sanjay Singh  Chauhan                                           ","15","12","Uttar Pradesh                                               ","Bijnor","20","19"
"85","143","Shri  Anjan Kumar  Yadav. M                                          ","15","12","Andhra Pradesh                                              ","Secunderabad","20","17"
"86","144","Shri  Gutha  Sukender Reddy                                    ","15","12","Andhra Pradesh                                              ","Nalgonda","20","8"
"87","145","Shri  G.V.  Harsha Kumar                                      ","15","12","Andhra Pradesh                                              ","Amalapuram","20","15"
"88","146","Shri  Aruna Kumar  Vundavalli                                        ","15","12","Andhra Pradesh                                              ","Rajahmundry","20","20"
"89","147","Shri  S.P.Y.  Reddy                                             ","15","12","Andhra Pradesh                                              ","Nandyal","20","6"
"90","148","Shri  Lalit  Mohan  Suklabaidya                                       ","15","12","Assam                                                       ","Karimganj","20","19"
"91","149","Shri  Vikrambhai Arjanbhai  Maadam    Ahir                                    ","15","12","Gujarat                                                     ","Jamnagar","20","3"
"92","150","Shri    Lagadapati   Rajagopal                            ","15","12","Andhra Pradesh                                              ","Vijayawada","20","17"
"93","151","Smt.    Botcha Jhansi Lakshmi                             ","15","12","Andhra Pradesh                                              ","Vizianagaram","20","18"
"94","152","Smt.  Ingrid  Mcleod                                            ","15","12","Chhattisgarh                                                ","Nominated Anglo-Indian","20","18"
"95","153","Shri    Bapiraju  Kanumuru                                ","15","12","Andhra Pradesh                                              ","Narsapuram","20","19"
"96","154","Shri  Kishan V.  Patel                                             ","15","12","Gujarat                                                     ","Valsad","20","6"
"97","155","Shri  Eknath  Gaikwad                                           ","15","12","Maharashtra                                                 ","Mumbai-South-Central","20","19"
"98","156","Dr.  Thokchom  Meinya                                            ","15","12","Manipur                                                     ","Inner Manipur","20","19"
"99","157","Shri  M.  Krishnaswamy                                      ","15","12","Tamil Nadu                                                  ","Arani","20","19"
"100","158","Dr.  Nirmal  Khatri                                            ","15","12","Uttar Pradesh                                               ","Faizabad","20","14"
"101","160","Smt.  Shruti  Choudhry                                          ","15","12","Haryana                                                     ","Bhiwani-Mahendragarh","20","18"
"102","161","Dr.  Prabha Kishore  Taviad                                            ","15","12","Gujarat                                                     ","Dahod","20","5"
"103","162","Smt.  Rajesh Nandini  Singh                                             ","15","12","Madhya Pradesh                                              ","Shahdol","20","15"
"104","163","Ms.  Mausam  Noor                                              ","15","12","West Bengal                                                 ","Maldaha Uttar","20","15"
"105","164","Smt.  Sarika  D.S. Baghel                                       ","15","12","Uttar Pradesh                                               ","Hathras","20","20"
"106","165","Smt.  Annu  Tandon                                            ","15","12","Uttar Pradesh                                               ","Unnao","20","18"
"107","166","Smt.  Meenakshi  Natrajan                                          ","15","12","Madhya Pradesh                                              ","Mandsour","20","20"
"108","167","Dr.  Jyoti  Mirdha                                            ","15","12","Rajasthan                                                   ","Nagaur","20","20"
"109","168","Shri  Devendra  Nagpal                                            ","15","12","Uttar Pradesh                                               ","Amroha","20","14"
"110","169","Shri  Manicka  Tagore                                            ","15","12","Tamil Nadu                                                  ","Virudhunagar","20","19"
"111","170","Shri  Prabhakar  Ponnam                                            ","15","12","Andhra Pradesh                                              ","Karimnagar","20","19"
"112","171","Shri  Sajjan Singh  Verma                                             ","15","12","Madhya Pradesh                                              ","Dewas","20","19"
"113","172","Shri  Abdul Mannan  Hossain                                           ","15","12","West Bengal                                                 ","Murshidabad","20","11"
"114","173","Shri  S.  Alagiri                                           ","15","12","Tamil Nadu                                                  ","Cuddalore","20","16"
"115","174","Shri  Basori Singh  Masram                                            ","15","12","Madhya Pradesh                                              ","Mandla","20","20"
"116","175","Shri  Kuvarjibhai Mohanbhai  Bavalia                                           ","15","12","Gujarat                                                     ","Rajkot","20","3"
"117","176","Shri   Vitthalbhai  Harnsrajbhai   Radadiya                           ","15","12","Gujarat                                                     ","Porbandar","20","1"
"118","177","Dr.  G.  Vivekanand                                        ","15","12","Andhra Pradesh                                              ","Peddapalle","20","17"
"119","178","Shri  Suresh Kumar  Shetkar                                           ","15","12","Andhra Pradesh                                              ","Zahirabad","20","16"
"120","179","Shri  Mukeshkumar  Bheiravdanji  Gadhvi                              ","15","12","Gujarat                                                     ","Banaskantha","20","9"
"121","180","Shri  Jagdish  Thakor                                            ","15","12","Gujarat                                                     ","Patan","20","4"
"122","181","Shri  Adagooru  Vishwanath                                        ","15","12","Karnataka                                                   ","Mysore","20","13"
"123","182","Shri  R.  Dhruvanarayana                                    ","15","12","Karnataka                                                   ","Chamrajanagar","20","12"
"124","183","Shri  K.  Sudhakaran                                        ","15","12","Kerala                                                      ","Kannur","20","18"
"125","184","Shri  Ajay  Kumar                                             ","15","12","Jharkhand                                                   ","Jamshedpur","20","18"
"126","185","Shri  M. K.  Raghavan                                          ","15","12","Kerala                                                      ","Kozhikode","20","15"
"127","186","Shri  K. P.  Dhanapalan                                        ","15","12","Kerala                                                      ","Chalakudy","20","20"
"128","187","Shri  Dara Singh  Chauhan                                           ","15","12","Uttar Pradesh                                               ","Ghosi","20","18"
"129","188","Shri    Lalu Prasad                                       ","15","12","Bihar                                                       ","Saran","20","16"
"130","189","Shri  Shibu  Soren                                             ","15","12","Jharkhand                                                   ","Dumka","20","7"
"131","190","Shri  T.K.S.  Elangovan                                         ","15","12","Tamil Nadu                                                  ","Chennai North","20","19"
"132","191","Shri  Sudip  Bandyopadhyay                                     ","15","12","West Bengal                                                 ","Kolkata Uttar","20","18"
"133","192","Smt.  Supriya  Sule                                              ","15","12","Maharashtra                                                 ","Baramati","20","15"
"134","193","Shri   Udayanraje  Bhonsle                                          ","15","12","Maharashtra                                                 ","Satara","20","8"
"135","194","Shri  Sameer  Bhujbal                                           ","15","12","Maharashtra                                                 ","Nashik","20","15"
"136","195","Shri  D.  Venugopal                                         ","15","12","Tamil Nadu                                                  ","Tiruvannamalai","20","10"
"137","196","Shri  Kalyan  Banerjee                                          ","15","12","West Bengal                                                 ","Sreerampur","20","18"
"138","197","Shri  A.K.S.  Vijayan                                           ","15","12","Tamil Nadu                                                  ","Nagapattinam","20","12"
"139","198","Shri  E.G.  Sugavanam                                         ","15","12","Tamil Nadu                                                  ","Krisnagiri","20","11"
"140","199","Shri    Adhi Sankar                                       ","15","12","Tamil Nadu                                                  ","Kallakurichi","20","14"
"141","200","Dr.  Sanjeev Ganesh  Naik                                              ","15","12","Maharashtra                                                 ","Thane","20","19"
"142","201","Shri  Asaduddin  Owaisi                                            ","15","12","Andhra Pradesh                                              ","Hyderabad","20","14"
"143","202","Shri  Sansuma Khunggur  Bwiswmuthiary                                     ","15","12","Assam                                                       ","Kokrajhar","20","15"
"144","203","Dr.  Raghuvansh Prasad  Singh                                             ","15","12","Bihar                                                       ","Vaishali","20","20"
"145","204","Shri  Hassan  Khan                                              ","15","12","Jammu and Kashmir                                           ","Ladakh","20","20"
"146","205","Shri  Sadashivrao Dadoba  Mandlik                                           ","15","12","Maharashtra                                                 ","Kolhapur","20","14"
"147","206","Shri  R.  Thamaraiselvan                                    ","15","12","Tamil Nadu                                                  ","Dharmapuri","20","18"
"148","207","Shri    Abdul Rahman                                      ","15","12","Tamil Nadu                                                  ","Vellore","20","18"
"149","208","Shri  Somendranath  Mitra                                             ","15","12","West Bengal                                                 ","Diamond Harbour","20","11"
"150","209","Shri  Sisir Kumar  Adhikari                                         ","15","12","West Bengal                                                 ","Kanthi","20","11"
"151","210","Shri  Badruddin  Ajmal                                             ","15","12","Assam                                                       ","Dhubri","20","7"
"152","211","Shri  Babu Lal  Marandi                                           ","15","12","Jharkhand                                                   ","Kodarma","20","5"
"153","212","Shri  Mirza Mehboob  Beg                                               ","15","12","Jammu and Kashmir                                           ","Anantnag","20","19"
"154","213","Shri  Jagdambika  Pal                                               ","15","12","Uttar Pradesh                                               ","Domariyaganj","20","14"
"155","214","Shri  N.Dharam  Singh                                             ","15","12","Karnataka                                                   ","Bidar","20","12"
"156","215","Shri  H.D.  Kumaraswamy                                       ","15","12","Karnataka                                                   ","Bangalore Rural","20","1"
"157","216","Shri  Sultan  Ahmed                                             ","15","12","West Bengal                                                 ","Uluberia","20","15"
"158","217","Dr.  Kakoli Ghosh  Dastidar                                          ","15","12","West Bengal                                                 ","Barasat","20","17"
"159","218","Shri  K. R. G.  Reddy                                             ","15","12","Andhra Pradesh                                              ","Bhongir","20","14"
"160","219","Shri  Rajaiah  Siricilla                                         ","15","12","Andhra Pradesh                                              ","Warangal","20","20"
"161","220","Shri  Jitendra  Singh Malik                                       ","15","12","Rajasthan                                                   ","Alwar","20","16"
"162","221","Shri  P.L.  Punia                                             ","15","12","Uttar Pradesh                                               ","Barabanki","20","20"
"163","222","Shri  Kamal  Kishor   Commando                                 ","15","12","Uttar Pradesh                                               ","Bahraich","20","20"
"164","223","Dr.  Vinay Kumar  Panday ""Vinnu""                                    ","15","12","Uttar Pradesh                                               ","Shrawasti","20","17"
"165","224","Shri  Harsh  Vardhan                                           ","15","12","Uttar Pradesh                                               ","Maharajganj","20","19"
"166","225","Shri  Praveen Singh  Aron                                              ","15","12","Uttar Pradesh                                               ","Bareilly","20","12"
"167","226","Shri  Pradeep  Tamta                                             ","15","12","Uttarakhand                                                 ","Almora","20","20"
"168","227","Shri  S. S.  Ramasubbu                                         ","15","12","Tamil Nadu                                                  ","Tirunelveli","20","19"
"169","228","Shri  Sharief Ud Din  Shariq                                            ","15","12","Jammu and Kashmir                                           ","Baramulla","20","17"
"170","229","Shri  Mahesh  Joshi                                             ","15","12","Rajasthan                                                   ","Jaipur","20","19"
"171","230","Shri  Ijyaraj  Singh                                             ","15","12","Rajasthan                                                   ","Kota","20","19"
"172","231","Shri  E. T. Muhammed  Basheer                                           ","15","12","Kerala                                                      ","Ponnani","20","12"
"173","232","Shri  Gopal  Singh  Shekhawat                                  ","15","12","Rajasthan                                                   ","Rajsamand","20","17"
"174","233","Shri  Raghuvir Singh  Meena                                             ","15","12","Rajasthan                                                   ","Udaipur","20","9"
"175","234","Shri  Harish  Choudhary                                         ","15","12","Rajasthan                                                   ","Barmer","20","12"
"176","235","Shri  Badri Ram  Jakhar                                            ","15","12","Rajasthan                                                   ","Pali","20","17"
"177","236","Shri  Khiladi Lal  Bairwa                                            ","15","12","Rajasthan                                                   ","Karauli-Dholpur","20","17"
"178","237","Shri  Ratan  Singh                                             ","15","12","Rajasthan                                                   ","Bharatpur","20","20"
"179","238","Shri  Raja Ram  Pal                                               ","15","12","Uttar Pradesh                                               ","Akbarpur","20","18"
"180","239","Shri  Bharat Ram  Meghwal                                           ","15","12","Rajasthan                                                   ","Ganganagar","20","15"
"181","240","Shri  Zafar Ali  Naqvi                                             ","15","12","Uttar Pradesh                                               ","Kheri","20","18"
"182","242","Shri  Charles  Dias                                              ","15","12","Kerala                                                      ","Nominated Anglo-Indian","20","20"
"183","243","Shri  Mohinder Singh  Kaypee                                            ","15","12","Punjab                                                      ","Jalandhar","20","17"
"184","244","Shri  Partap Singh  Bajwa                                             ","15","12","Punjab                                                      ","Gurdaspur","20","19"
"185","245","Adv.  P. T.  Thomas                                            ","15","12","Kerala                                                      ","Idukki","20","20"
"186","246","Shri  M. I.  Shanavas                                          ","15","12","Kerala                                                      ","Wayanad","20","17"
"187","247","Shri  Anto  Antony                                            ","15","12","Kerala                                                      ","Pathanamthitta","20","18"
"188","248","Shri  N.  Peethambarakurup                                  ","15","12","Kerala                                                      ","Kollam","20","19"
"189","249","Shri  Om Prakash  Yadav                                             ","15","12","Bihar                                                       ","Siwan","20","15"
"190","250","Shri    Sivakumar @  Ritheesh                             ","15","12","Tamil Nadu                                                  ","Ramanthapuram","20","12"
"191","251","Shri  Sanjay Dina  Patil                                             ","15","12","Maharashtra                                                 ","Mumbai-North-East","20","17"
"192","252","Shri  Narayan Singh  Amlabe                                            ","15","12","Madhya Pradesh                                              ","Rajgarh","20","18"
"193","253","Shri  Jose K.  Mani                                              ","15","12","Kerala                                                      ","Kottayam","20","20"
"194","254","Shri  Kameshwar  Baitha                                            ","15","12","Jharkhand                                                   ","Palamu","20","11"
"195","255","Shri  N. Cheluvaraya Swamy  ","15","12","Karnataka                                                   ","Mandya","20","11"
"196","256","Shri  Thol Thirumaavalavan  ","15","12","Tamil Nadu                                                  ","Chidambaram","20","10"
"197","257","Shri  Prem Das  Rai                                               ","15","12","Sikkim                                                      ","Sikkim","20","16"
"198","258","Shri  C. M.  Chang                                             ","15","12","Nagaland                                                    ","Nagaland","20","16"
"199","259","Shri   Baliram  Jadhav                                          ","15","12","Maharashtra                                                 ","Palghar","20","18"
"200","260","Shri  Jagada Nand  Singh                                             ","15","12","Bihar                                                       ","Buxar","20","20"
"201","261","Shri  Uma Shanaker  Singh                                             ","15","12","Bihar                                                       ","Maharajganj","20","11"
"202","262","Smt.  J. Helen Davidson  ","15","12","Tamil Nadu                                                  ","Kanniyakumari","20","19"
"203","263","Shri  S. R.  Jeyadurai                                         ","15","12","Tamil Nadu                                                  ","Thoothukkudi","20","8"
"204","264","Shri  Uday Pratap  Singh                                             ","15","12","Madhya Pradesh                                              ","Hoshangabad","20","16"
"205","265","Shri  Premchand  Guddu                                             ","15","12","Madhya Pradesh                                              ","Ujjain","20","19"
"206","266","Shri  Marotrao  Sainuji   Kowase                                  ","15","12","Maharashtra                                                 ","Gadchiroli-Chimur","20","19"
"207","267","Shri   Suresh  Kashinath   Taware                                ","15","12","Maharashtra                                                 ","Bhiwandi","20","18"
"208","268","Shri  Jaywant  Gangaram   Awale                                  ","15","12","Maharashtra                                                 ","Latur","20","20"
"209","269","Dr.  Nilesh N.  Rane                                              ","15","12","Maharashtra                                                 ","Ratnagiri-Sindhudurg","20","15"
"210","270","Shri  Thangso  Baite                                             ","15","12","Manipur                                                     ","Outer Manipur","20","20"
"211","271","Shri  Pradeep  Majhi                                             ","15","12","Orissa                                                      ","Nabarangpur","20","11"
"212","272","Shri  Amarnath  Pradhan                                           ","15","12","Orissa                                                      ","Sambalpur","20","20"
"213","273","Shri  Hemanand  Biswal                                            ","15","12","Orissa                                                      ","Sundargarh","20","20"
"214","274","Shri  Sanjay  Bhoi                                              ","15","12","Orissa                                                      ","Bargarh","20","19"
"215","275","Shri  C. L.  Ruala                                             ","15","12","Mizoram                                                     ","Mizoram","20","19"
"216","276","Shri  Mulayam Singh  Yadav                                             ","15","12","Uttar Pradesh                                               ","Mainpuri","20","14"
"217","277","Shri  H.D.  Devegowda                                         ","15","12","Karnataka                                                   ","Hassan","20","14"
"218","278","Kunwar  Rewati Raman  Singh                                             ","15","12","Uttar Pradesh                                               ","Allahabad","20","17"
"219","279","Dr.    Bali Ram                                          ","15","12","Uttar Pradesh                                               ","Lalganj","20","20"
"220","280","Shri  Gurudas  Das Gupta                                         ","15","12","West Bengal                                                 ","Ghatal","20","16"
"221","281","Shri  Subrata  Bakshi                                            ","15","12","West Bengal                                                 ","Kolkata Dakshin","20","16"
"222","282","Prof.  Saugata  Ray                                               ","15","12","West Bengal                                                 ","Dum Dum","20","19"
"223","283","Shri  Shailendra  Kumar                                             ","15","12","Uttar Pradesh                                               ","Kaushambi ","20","20"
"224","284","Shri  Bhisma  Shankar Alias Kushal Tiwari                       ","15","12","Uttar Pradesh                                               ","Sant Kabir Nagar","20","17"
"225","285","Dr.  M.  Thambidurai                                       ","15","12","Tamil Nadu                                                  ","Karur","20","19"
"226","286","Smt.  Dimple  Yadav                                             ","15","12","Uttar Pradesh                                               ","Kannauj","20","5"
"227","287","Shri  Ashok Kumar  Rawat                                             ","15","12","Uttar Pradesh                                               ","Misrikh","20","20"
"228","288","Dr.  Shafiqur Rahman  Barq                                              ","15","12","Uttar Pradesh                                               ","Sambhal","20","20"
"229","289","Shri  Baju Ban  Riyan                                             ","15","12","Tripura                                                     ","Tripura East","20","20"
"230","290","Shri  S.  Semmalai                                          ","15","12","Tamil Nadu                                                  ","Salem","20","17"
"231","291","Shri  Kalyan  Singh                                             ","15","12","Uttar Pradesh                                               ","Etah","20","20"
"232","292","Shri  Brij Bhushan Sharan  Singh                                             ","15","12","Uttar Pradesh                                               ","Kaiserganj","20","15"
"233","293","Shri  Tufani  Saroj                                             ","15","12","Uttar Pradesh                                               ","Machhlishahr","20","16"
"234","294","Shri  Jagdish Singh  Rana                                              ","15","12","Uttar Pradesh                                               ","Saharanpur","20","20"
"235","295","Shri  Vijay Bahadur  Singh                                             ","15","12","Uttar Pradesh                                               ","Hamirpur","20","15"
"236","296","Dr.  Ram Chandra  Dome                                              ","15","12","West Bengal                                                 ","Bolpur","20","19"
"237","297","Shri  Khagen  Das                                               ","15","12","Tripura                                                     ","Tripura West","20","19"
"238","298","Shri  O. S.  Manian                                            ","15","12","Tamil Nadu                                                  ","Mayiladuthurai","20","19"
"239","299","Shri  R.K. Singh  Patel                                             ","15","12","Uttar Pradesh                                               ","Banda","20","17"
"240","300","Smt.  Sushila  Saroj                                             ","15","12","Uttar Pradesh                                               ","Mohanlalganj","20","18"
"241","301","Smt.  Seema  Upadhyay                                          ","15","12","Uttar Pradesh                                               ","Fatehpur Sikri","20","19"
"242","302","  Smt. Tabassum  Hasan  ","15","12","Uttar Pradesh                                               ","Kairana","20","19"
"243","303","Shri  Prabodh  Panda                                             ","15","12","West Bengal                                                 ","Medinipur","20","19"
"244","304","Shri  Bansagopal  Chowdhury                                         ","15","12","West Bengal                                                 ","Asansol","20","2"
"245","305","Shri  P.  Venugopal                                         ","15","12","Tamil Nadu                                                  ","Tiruvallur","20","19"
"246","306","Shri  C.  Rajendran                                         ","15","12","Tamil Nadu                                                  ","Chennai South","20","17"
"247","308","  Choudhury Mohan  Jatua                                             ","15","12","West Bengal                                                 ","Mathurapur","20","13"
"248","309","Shri  S.K. Nurul  Islam                                             ","15","12","West Bengal                                                 ","Basirhat","20","7"
"249","310","Shri    Ramkishun                                         ","15","12","Uttar Pradesh                                               ","Chandauli","20","14"
"250","311","Shri  Rakesh  Sachan                                            ","15","12","Uttar Pradesh                                               ","Fatehpur","20","16"
"251","312","Smt.  Raj Kumari  Chauhan                                           ","15","12","Uttar Pradesh                                               ","Aligarh","20","20"
"252","313","Smt.  Kaisar  Jahan                                             ","15","12","Uttar Pradesh                                               ","Sitapur","20","20"
"253","314","Shri  P.R.  Natarajan                                         ","15","12","Tamil Nadu                                                  ","Coimbatore","20","19"
"254","315","Adv.  A.  Sampath                                           ","15","12","Kerala                                                      ","Attingal","20","14"
"255","316","Shri  Manohar  Tirkey                                            ","15","12","West Bengal                                                 ","Alipurduars","20","10"
"256","317","Shri  M.  Anandan                                           ","15","12","Tamil Nadu                                                  ","Viluppuram","20","19"
"257","318","Shri  Dinesh  Trivedi                                           ","15","12","West Bengal                                                 ","Barrackpur","20","15"
"258","319","Shri  Gobinda Chandra  Naskar                                            ","15","12","West Bengal                                                 ","Bangaon","20","20"
"259","320","Shri  Premdas  Katheria                                          ","15","12","Uttar Pradesh                                               ","Etawah","20","20"
